iter	Passed	Remaining
1661	55664	44812
1662	55704	44784
1663	55742	44755
1664	55781	44725
1665	55813	44690
1666	55849	44659
1667	55886	44628
1668	55914	44591
1669	55985	44587
1670	56023	44557
1671	56058	44524
1672	56102	44499
1673	56142	44471
1674	56179	44440
1675	56217	44410
1676	56252	44378
1677	56293	44350
1678	56327	44317
1679	56376	44295
1680	56421	44270
1681	56457	44239
1682	56487	44203
1683	56525	44172
1684	56557	44138
1685	56596	44108
1686	56627	44073
1687	56659	44038
1688	56703	44013
1689	56741	43982
1690	56782	43955
1691	56834	43936
1692	56874	43907
1693	56924	43886
1694	56961	43855
1695	57005	43830
1696	57037	43794
1697	57071	43761
1698	57111	43732
1699	57151	43703
1700	57186	43671
1701	57223	43640
1702	57255	43605
1703	57285	43569
1704	57327	43541
1705	57360	43507
1706	57397	43476
1707	57426	43439
1708	57456	43403
1709	57489	43369
1710	57523	43335
1711	57555	43300
1712	57589	43267
1713	57627	43237
1714	57661	43203
1715	57689	43166
1716	57724	43134
1717	57760	43102
1718	57798	43071
1719	57835	43040
1720	57877	43013
1721	57911	42979
1722	57950	42949
1723	57980	42914
1724	58019	42884
1725	58052	42849
1726	58090	42819
1727	58128	42789
1728	58165	42758
1729	58196	42722
1730	58228	42687
1731	58248	42643
1732	58281	42609
1733	58314	42575
1734	58345	42540
1735	58382	42509
1736	58419	42477
1737	58451	42443
1738	58487	42410
1739	58518	42375
1740	58555	42344
1741	58576	42301
1742	58606	42265
1743	58633	42226
1744	58666	42192
1745	58698	42158
1746	58734	42126
1747	58763	42089
1748	58801	42058
1749	58835	42025
1750	58864	41988
1751	58891	41950
1752	58924	41915
1753	58961	41884
1754	58992	41849
1755	59028	41817
1756	59068	41788
1757	59106	41757
1758	59138	41723
1759	59170	41688
1760	59208	41657
1761	59237	41620
1762	59271	41587
1763	59305	41554
1764	59336	41518
1765	59363	41480
1766	59395	41445
1767	59432	41414
1768	59452	41371
1769	59488	41339
1770	59521	41305
1771	59559	41274
1772	59591	41240
1773	59631	41211
1774	59669	41180
1775	59702	41146
1776	59734	41111
1777	59765	41076
1778	59797	41041
1779	59831	41007
1780	59866	40975
1781	59901	40942
1782	59934	40908
1783	59962	40871
1784	59996	40837
1785	60029	40804
1786	60059	40767
1787	60096	40736
1788	60131	40703
1789	60167	40672
1790	60203	40639
1791	60236	40605
1792	60269	40572
1793	60309	40542
1794	60346	40511
1795	60380	40477
1796	60417	40446
1797	60446	40409
1798	60481	40376
1799	60521	40347
1800	60549	40310
1801	60589	40281
1802	60618	40244
1803	60650	40209
1804	60685	40176
1805	60718	40143
1806	60745	40105
1807	60778	40070
1808	60815	40039
1809	60845	40003
1810	60882	39971
1811	60921	39941
1812	60955	39908
1813	60987	39873
1814	61018	39838
1815	61057	39808
1816	61094	39776
1817	61131	39745
1818	61167	39713
1819	61201	39680
1820	61236	39647
1821	61272	39615
1822	61308	39582
1823	61343	39550
1824	61379	39518
1825	61413	39484
1826	61438	39445
1827	61474	39413
1828	61506	39378
1829	61544	39347
1830	61584	39318
1831	61624	39288
1832	61659	39256
1833	61700	39226
1834	61732	39192
1835	61767	39159
1836	61803	39127
1837	61838	39094
1838	61878	39065
1839	61918	39035
1840	61946	38998
1841	61979	38964
1842	62015	38931
1843	62050	38899
1844	62084	38865
1845	62114	38830
1846	62151	38798
1847	62178	38760
1848	62215	38729
1849	62249	38695
1850	62282	38661
1851	62319	38630
1852	62348	38593
1853	62385	38561
1854	62418	38527
1855	62454	38495
1856	62493	38465
1857	62526	38431
1858	62567	38402
1859	62605	38371
1860	62640	38338
1861	62676	38306
1862	62710	38272
1863	62744	38239
1864	62780	38207
1865	62813	38172
1866	62850	38140
1867	62883	38106
1868	62919	38074
1869	62958	38044
1870	62999	38015
1871	63038	37984
1872	63072	37951
1873	63110	37920
1874	63149	37889
1875	63179	37854
1876	63215	37821
1877	63252	37790
1878	63291	37759
1879	63323	37724
1880	63363	37694
1881	63403	37664
1882	63435	37630
1883	63474	37599
1884	63507	37565
1885	63543	37533
1886	63577	37499
1887	63609	37465
1888	63645	37432
1889	63680	37399
1890	63716	37367
1891	63744	37330
1892	63778	37296
1893	63809	37261
1894	63839	37225
1895	63871	37191
1896	63906	37157
1897	63939	37123
1898	63969	37088
1899	64003	37054
1900	64039	37022
1901	64071	36987
1902	64108	36955
1903	64149	36926
1904	64185	36893
1905	64225	36863
1906	64258	36829
1907	64294	36797
1908	64325	36762
1909	64352	36724
1910	64385	36690
1911	64422	36658
1912	64458	36626
1913	64496	36594
1914	64525	36559
1915	64559	36525
1916	64589	36489
1917	64626	36457
1918	64658	36422
1919	64689	36387
1920	64724	36354
1921	64757	36320
1922	64791	36287
1923	64824	36253
1924	64858	36219
1925	64892	36186
1926	64919	36148
1927	64950	36113
1928	64981	36078
1929	65013	36043
1930	65049	36011
1931	65087	35979
1932	65122	35947
1933	65149	35909
1934	65185	35877
1935	65223	35846
1936	65257	35812
1937	65298	35782
1938	65330	35748
1939	65368	35716
1940	65394	35678
1941	65423	35642
1942	65462	35611
1943	65497	35578
1944	65536	35547
1945	65573	35516
1946	65603	35480
1947	65642	35449
1948	65673	35414
1949	65714	35384
1950	65751	35352
1951	65785	35319
1952	65818	35284
1953	65852	35251
1954	65886	35217
1955	65923	35186
1956	65955	35151
1957	65992	35119
1958	66028	35087
1959	66066	35055
1960	66095	35019
1961	66135	34988
1962	66168	34955
1963	66204	34922
1964	66242	34891
1965	66278	34858
1966	66311	34824
1967	66347	34791
1968	66382	34758
1969	66416	34725
1970	66452	34692
1971	66490	34661
1972	66526	34628
1973	66568	34599
1974	66603	34566
1975	66643	34535
1976	66679	34503
1977	66704	34465
1978	66739	34432
1979	66777	34400
1980	66816	34369
1981	66853	34337
1982	66882	34301
1983	66917	34268
1984	66945	34231
1985	66984	34200
1986	67017	34166
1987	67045	34129
1988	67083	34098
1989	67106	34059
1990	67137	34024
1991	67173	33991
1992	67203	33956
1993	67239	33923
1994	67275	33890
1995	67306	33855
1996	67338	33821
1997	67374	33788
1998	67407	33754
1999	67446	33723
2000	67483	33690
2001	67523	33660
2002	67557	33627
2003	67593	33594
2004	67625	33559
2005	67656	33524
2006	67686	33489
2007	67726	33458
2008	67759	33424
2009	67795	33392
2010	67828	33357
2011	67864	33325
2012	67900	33292
2013	67933	33258
2014	67966	33224
2015	67994	33187
2016	68027	33153
2017	68060	33119
2018	68095	33086
2019	68120	33048
2020	68157	33016
2021	68195	32984
2022	68230	32951
2023	68266	32919
2024	68300	32885
2025	68336	32852
2026	68375	32821
2027	68406	32786
2028	68440	32753
2029	68480	32722
2030	68515	32688
2031	68551	32656
2032	68589	32624
2033	68628	32593
2034	68662	32559
2035	68698	32526
2036	68734	32494
2037	68773	32463
2038	68804	32428
2039	68833	32392
2040	68864	32356
2041	68894	32321
2042	68928	32288
2043	68966	32256
2044	69006	32225
2045	69041	32192
2046	69074	32158
2047	69107	32124
2048	69143	32091
2049	69174	32056
2050	69212	32024
2051	69242	31989
2052	69281	31957
2053	69315	31924
2054	69349	31890
2055	69386	31858
2056	69422	31825
2057	69459	31793
2058	69496	31761
2059	69533	31728
2060	69567	31695
2061	69607	31664
2062	69637	31628
2063	69673	31596
2064	69711	31564
2065	69748	31531
2066	69783	31498
2067	69822	31467
2068	69857	31434
2069	69896	31402
2070	69925	31366
2071	69959	31333
2072	69993	31299
2073	70026	31265
2074	70058	31231
2075	70092	31197
2076	70126	31163
2077	70163	31131
2078	70191	31094
2079	70229	31063
2080	70257	31026
2081	70293	30993
2082	70330	30961
2083	70358	30925
2084	70391	30891
2085	70428	30858
2086	70462	30825
2087	70498	30792
2088	70533	30759
2089	70555	30720
2090	70587	30686
2091	70608	30646
2092	70646	30614
2093	70681	30581
2094	70714	30547
2095	70742	30511
2096	70778	30478
2097	70812	30444
2098	70845	30410
2099	70880	30377
2100	70921	30346
2101	70958	30314
2102	70990	30279
2103	71026	30247
2104	71063	30214
2105	71104	30183
2106	71140	30151
2107	71165	30113
2108	71200	30080
2109	71234	30046
2110	71274	30015
2111	71306	29981
2112	71340	29947
2113	71377	29914
2114	71415	29883
2115	71450	29849
2116	71489	29818
2117	71527	29786
2118	71562	29752
2119	71601	29721
2120	71637	29688
2121	71672	29655
2122	71708	29622
2123	71747	29590
2124	71782	29557
2125	71812	29522
2126	71848	29489
2127	71884	29456
2128	71914	29421
2129	71951	29388
2130	71982	29353
2131	72012	29318
2132	72039	29282
2133	72068	29246
2134	72104	29213
2135	72140	29180
2136	72176	29147
2137	72210	29113
2138	72241	29079
2139	72275	29045
2140	72308	29011
2141	72338	28975
2142	72370	28941
2143	72403	28907
2144	72441	28875
2145	72477	28842
2146	72515	28810
2147	72552	28777
2148	72588	28744
2149	72625	28712
2150	72659	28678
2151	72690	28643
2152	72728	28611
2153	72763	28578
2154	72792	28542
2155	72824	28508
2156	72855	28473
2157	72893	28441
2158	72932	28409
2159	72966	28376
2160	73002	28342
2161	73039	28310
2162	73074	28277
2163	73109	28243
2164	73146	28211
2165	73181	28177
2166	73217	28145
2167	73253	28112
2168	73295	28081
2169	73329	28047
2170	73362	28013
2171	73396	27979
2172	73421	27942
2173	73455	27909
2174	73490	27875
2175	73525	27842
2176	73560	27809
2177	73593	27775
2178	73632	27743
2179	73669	27710
2180	73708	27678
2181	73741	27644
2182	73773	27609
2183	73809	27577
2184	73841	27542
2185	73870	27507
2186	73905	27473
2187	73942	27441
2188	73977	27407
2189	74017	27376
2190	74053	27343
2191	74090	27310
2192	74128	27278
2193	74163	27245
2194	74203	27213
2195	74238	27180
2196	74269	27145
2197	74307	27113
2198	74341	27079
2199	74380	27047
2200	74417	27014
2201	74454	26982
2202	74490	26949
2203	74523	26914
2204	74555	26880
2205	74588	26846
2206	74627	26814
2207	74660	26780
2208	74700	26748
2209	74732	26714
2210	74769	26681
2211	74801	26647
2212	74826	26610
2213	74859	26576
2214	74889	26541
2215	74924	26507
2216	74956	26473
2217	74993	26440
2218	75028	26406
2219	75069	26375
2220	75098	26340
2221	75136	26307
2222	75171	26274
2223	75204	26240
2224	75235	26205
2225	75268	26171
2226	75305	26138
2227	75345	26107
2228	75375	26071
2229	75412	26039
2230	75448	26006
2231	75482	25972
2232	75519	25939
2233	75557	25907
2234	75592	25874
2235	75625	25839
2236	75661	25806
2237	75693	25772
2238	75728	25738
2239	75757	25703
2240	75793	25670
2241	75832	25638
2242	75872	25606
2243	75910	25574
2244	75939	25538
2245	75975	25505
2246	76013	25473
2247	76054	25441
2248	76091	25408
2249	76128	25376
2250	76166	25343
2251	76197	25309
2252	76229	25274
2253	76270	25243
2254	76305	25209
2255	76341	25176
2256	76372	25141
2257	76411	25109
2258	76449	25076
2259	76482	25043
2260	76519	25010
2261	76561	24978
2262	76598	24946
2263	76637	24913
2264	76676	24881
2265	76715	24849
2266	76749	24815
2267	76782	24781
2268	76824	24750
2269	76851	24714
2270	76882	24679
2271	76917	24645
2272	76953	24613
2273	76991	24580
2274	77027	24547
2275	77043	24507
2276	77081	24475
2277	77116	24441
2278	77148	24407
2279	77184	24373
2280	77223	24341
2281	77264	24310
2282	77303	24278
2283	77340	24245
2284	77371	24210
2285	77426	24183
2286	77462	24149
2287	77501	24117
2288	77537	24084
2289	77571	24050
2290	77609	24017
2291	77634	23981
2292	77670	23948
2293	77707	23915
2294	77743	23881
2295	77775	23847
2296	77808	23813
2297	77846	23780
2298	77884	23748
2299	77921	23715
2300	77958	23682
2301	77994	23649
2302	78027	23614
2303	78066	23582
2304	78093	23546
2305	78132	23514
2306	78169	23481
2307	78204	23447
2308	78240	23414
2309	78280	23382
2310	78319	23350
2311	78359	23318
2312	78397	23285
2313	78438	23253
2314	78475	23220
2315	78514	23188
2316	78547	23154
2317	78581	23120
2318	78620	23087
2319	78663	23056
2320	78702	23024
2321	78741	22991
2322	78778	22958
2323	78815	22925
2324	78845	22890
2325	78877	22856
2326	78916	22823
2327	78956	22791
2328	78989	22757
2329	79027	22724
2330	79061	22690
2331	79100	22658
2332	79137	22625
2333	79176	22592
2334	79215	22560
2335	79245	22525
2336	79284	22492
2337	79326	22461
2338	79368	22429
2339	79405	22396
2340	79453	22366
2341	79497	22335
2342	79540	22303
2343	79582	22272
2344	79630	22242
2345	79672	22210
2346	79713	22178
2347	79752	22145
2348	79799	22115
2349	79832	22081
2350	79866	22047
2351	79905	22014
2352	79948	21983
2353	79974	21947
2354	80002	21911
2355	80038	21878
2356	80077	21845
2357	80119	21813
2358	80136	21775
2359	80173	21741
2360	80213	21709
2361	80248	21675
2362	80291	21644
2363	80334	21612
2364	80362	21577
2365	80400	21544
2366	80432	21509
2367	80473	21477
2368	80509	21444
2369	80546	21411
2370	80583	21377
2371	80618	21344
2372	80658	21311
2373	80695	21278
2374	80728	21244
2375	80765	21211
2376	80805	21178
2377	80845	21146
2378	80879	21112
2379	80916	21079
2380	80961	21047
2381	80997	21014
2382	81023	20978
2383	81062	20945
2384	81093	20910
2385	81131	20877
2386	81166	20844
2387	81197	20809
2388	81229	20774
2389	81263	20740
2390	81300	20707
2391	81328	20672
2392	81364	20638
2393	81403	20605
2394	81447	20574
2395	81486	20541
2396	81524	20508
2397	81568	20477
2398	81606	20444
2399	81644	20411
2400	81680	20377
2401	81718	20344
2402	81753	20310
2403	81794	20278
2404	81832	20245
2405	81869	20212
2406	81912	20180
2407	81951	20147
2408	81991	20115
2409	82029	20081
2410	82069	20049
2411	82110	20017
2412	82140	19981
2413	82180	19949
2414	82219	19916
2415	82251	19881
2416	82288	19848
2417	82329	19816
2418	82363	19782
2419	82402	19749
2420	82445	19717
2421	82491	19686
2422	82542	19656
2423	82588	19624
2424	82635	19593
2425	82708	19569
2426	82764	19540
2427	82805	19507
2428	82850	19476
2429	82893	19444
2430	82939	19412
2431	82978	19379
2432	83017	19346
2433	83056	19313
2434	83092	19280
2435	83129	19246
2436	83167	19213
2437	83203	19179
2438	83259	19150
2439	83300	19118
2440	83342	19085
2441	83380	19052
2442	83408	19016
2443	83448	18984
2444	83487	18951
2445	83520	18916
2446	83557	18883
2447	83594	18849
2448	83629	18815
2449	83663	18781
2450	83701	18748
2451	83741	18715
2452	83778	18681
2453	83811	18647
2454	83849	18614
2455	83883	18580
2456	83925	18547
2457	83963	18514
2458	83999	18480
2459	84033	18446
2460	84067	18412
2461	84097	18377
2462	84134	18343
2463	84170	18309
2464	84203	18275
2465	84236	18241
2466	84269	18206
2467	84307	18173
2468	84344	18139
2469	84383	18106
2470	84413	18071
2471	84443	18036
2472	84479	18002
2473	84515	17968
2474	84562	17937
2475	84598	17903
2476	84635	17870
2477	84674	17836
2478	84709	17802
2479	84743	17768
2480	84783	17735
2481	84821	17702
2482	84856	17668
2483	84896	17635
2484	84924	17600
2485	84965	17567
2486	85003	17533
2487	85041	17500
2488	85074	17466
2489	85110	17432
2490	85150	17399
2491	85186	17365
2492	85223	17331
2493	85259	17297
2494	85295	17264
2495	85334	17231
2496	85370	17197
2497	85409	17163
2498	85443	17129
2499	85479	17095
2500	85511	17061
2501	85551	17028
2502	85588	16994
2503	85622	16960
2504	85657	16926
2505	85691	16892
2506	85730	16858
2507	85766	16824
2508	85806	16791
2509	85844	16758
2510	85879	16724
2511	85917	16691
2512	85951	16656
2513	85981	16621
2514	86021	16588
2515	86060	16555
2516	86099	16522
2517	86139	16488
2518	86169	16454
2519	86209	16420
2520	86247	16387
2521	86283	16353
2522	86319	16319
2523	86356	16285
2524	86391	16251
2525	86428	16218
2526	86468	16185
2527	86501	16150
2528	86537	16116
2529	86575	16083
2530	86611	16049
2531	86648	16015
2532	86682	15981
2533	86712	15946
2534	86749	15912
2535	86780	15877
2536	86819	15844
2537	86849	15809
2538	86883	15775
2539	86922	15741
2540	86955	15707
2541	86991	15673
2542	87029	15639
2543	87063	15605
2544	87101	15572
2545	87132	15537
2546	87167	15503
2547	87197	15468
2548	87228	15433
2549	87264	15399
2550	87298	15365
2551	87335	15331
2552	87369	15297
2553	87402	15262
2554	87435	15228
2555	87467	15193
2556	87501	15159
2557	87538	15125
2558	87576	15092
2559	87611	15058
2560	87651	15024
2561	87690	14991
2562	87718	14956
2563	87758	14923
2564	87797	14889
2565	87834	14855
2566	87863	14820
2567	87903	14787
2568	87937	14753
2569	87978	14720
2570	88014	14686
2571	88050	14652
2572	88090	14618
2573	88129	14585
2574	88157	14550
2575	88196	14516
2576	88229	14482
2577	88259	14447
2578	88291	14412
2579	88327	14378
2580	88368	14345
2581	88404	14311
2582	88442	14278
2583	88487	14245
2584	88519	14211
2585	88555	14177
2586	88594	14143
2587	88629	14109
2588	88667	14075
2589	88702	14041
2590	88736	14007
2591	88773	13973
2592	88805	13939
2593	88842	13905
2594	88877	13871
2595	88917	13837
2596	88957	13804
2597	88988	13769
2598	89028	13736
2599	89059	13701
2600	89099	13668
2601	89138	13634
2602	89176	13600
2603	89217	13567
2604	89251	13533
2605	89286	13499
2606	89324	13465
2607	89362	13431
2608	89404	13398
2609	89442	13364
2610	89482	13331
2611	89518	13297
2612	89549	13262
2613	89591	13229
2614	89622	13194
2615	89659	13161
2616	89695	13127
2617	89732	13093
2618	89770	13059
2619	89808	13025
2620	89848	12992
2621	89886	12958
2622	89919	12924
2623	89957	12890
2624	89989	12855
2625	90019	12820
2626	90052	12786
2627	90088	12752
2628	90126	12718
2629	90166	12685
2630	90206	12651
2631	90243	12617
2632	90275	12582
2633	90311	12549
2634	90348	12515
2635	90387	12481
2636	90425	12447
2637	90460	12413
2638	90505	12380
2639	90536	12345
2640	90577	12312
2641	90612	12278
2642	90645	12243
2643	90672	12208
2644	90712	12174
2645	90753	12141
2646	90791	12107
2647	90829	12074
2648	90868	12040
2649	90896	12005
2650	90933	11971
2651	90972	11937
2652	91007	11903
2653	91043	11869
2654	91072	11834
2655	91109	11800
2656	91151	11766
2657	91187	11732
2658	91220	11698
2659	91245	11662
2660	91279	11628
2661	91317	11594
2662	91356	11561
2663	91386	11526
2664	91425	11492
2665	91456	11457
2666	91496	11424
2667	91535	11390
2668	91574	11356
2669	91612	11322
2670	91649	11288
2671	91673	11253
2672	91702	11218
2673	91738	11184
2674	91774	11150
2675	91802	11115
2676	91835	11080
2677	91867	11046
2678	91898	11011
2679	91927	10976
2680	91959	10941
2681	91995	10907
2682	92025	10872
2683	92061	10838
2684	92099	10805
2685	92135	10770
2686	92171	10736
2687	92203	10702
2688	92234	10667
2689	92276	10634
2690	92304	10599
2691	92344	10565
2692	92374	10530
2693	92399	10495
2694	92438	10461
2695	92468	10426
2696	92507	10392
2697	92544	10358
2698	92583	10325
2699	92620	10291
2700	92655	10256
2701	92687	10222
2702	92725	10188
2703	92755	10153
2704	92793	10119
2705	92827	10085
2706	92864	10051
2707	92898	10017
2708	92931	9982
2709	92964	9948
2710	92992	9913
2711	93031	9879
2712	93068	9845
2713	93102	9811
2714	93136	9776
2715	93175	9742
2716	93211	9708
2717	93247	9674
2718	93283	9640
2719	93310	9605
2720	93346	9571
2721	93373	9536
2722	93409	9502
2723	93441	9467
2724	93471	9432
2725	93508	9398
2726	93546	9364
2727	93572	9329
2728	93610	9295
2729	93644	9261
2730	93681	9227
2731	93723	9193
2732	93762	9160
2733	93797	9125
2734	93833	9091
2735	93871	9057
2736	93906	9023
2737	93939	8989
2738	93977	8955
2739	94017	8921
2740	94053	8887
2741	94086	8852
2742	94119	8818
2743	94157	8784
2744	94188	8749
2745	94225	8715
2746	94263	8681
2747	94301	8647
2748	94340	8613
2749	94374	8579
2750	94414	8545
2751	94446	8511
2752	94487	8477
2753	94527	8443
2754	94560	8409
2755	94601	8375
2756	94637	8341
2757	94680	8307
2758	94712	8273
2759	94750	8239
2760	94783	8204
2761	94821	8170
2762	94852	8136
2763	94892	8102
2764	94930	8068
2765	94967	8034
2766	95004	8000
2767	95044	7966
2768	95075	7931
2769	95112	7897
2770	95143	7862
2771	95179	7828
2772	95216	7794
2773	95254	7760
2774	95292	7726
2775	95321	7691
2776	95355	7657
2777	95390	7622
2778	95422	7588
2779	95456	7554
2780	95491	7519
2781	95528	7485
2782	95563	7451
2783	95604	7417
2784	95634	7382
2785	95661	7348
2786	95695	7313
2787	95734	7279
2788	95764	7244
2789	95802	7210
2790	95835	7176
2791	95871	7142
2792	95907	7108
2793	95941	7073
2794	95975	7039
2795	96008	7004
2796	96035	6970
2797	96064	6935
2798	96100	6901
2799	96139	6867
2800	96178	6833
2801	96220	6799
2802	96257	6765
2803	96296	6731
2804	96330	6696
2805	96369	6662
2806	96407	6628
2807	96443	6594
2808	96487	6560
2809	96520	6526
2810	96556	6492
2811	96588	6457
2812	96613	6422
2813	96645	6388
2814	96682	6353
2815	96721	6319
2816	96761	6285
2817	96802	6251
2818	96840	6217
2819	96877	6183
2820	96903	6148
2821	96940	6114
2822	96968	6079
2823	97004	6045
2824	97039	6011
2825	97071	5976
2826	97104	5942
2827	97142	5908
2828	97177	5873
2829	97217	5839
2830	97249	5805
2831	97279	5770
2832	97317	5736
2833	97358	5702
2834	97389	5668
2835	97420	5633
2836	97463	5599
2837	97495	5565
2838	97531	5531
2839	97568	5496
2840	97599	5462
2841	97632	5427
2842	97663	5393
2843	97706	5359
2844	97739	5324
2845	97774	5290
2846	97801	5255
2847	97835	5221
2848	97868	5187
2849	97903	5152
2850	97939	5118
2851	97980	5084
2852	98022	5050
2853	98054	5016
2854	98089	4981
2855	98119	4947
2856	98157	4913
2857	98195	4878
2858	98231	4844
2859	98261	4810
2860	98298	4775
2861	98334	4741
2862	98368	4707
2863	98410	4673
2864	98447	4638
2865	98477	4604
2866	98516	4570
2867	98550	4535
2868	98583	4501
2869	98622	4467
2870	98664	4433
2871	98701	4398
2872	98727	4364
2873	98768	4330
2874	98809	4296
2875	98839	4261
2876	98871	4227
2877	98913	4192
2878	98949	4158
2879	98987	4124
2880	99019	4090
2881	99056	4055
2882	99096	4021
2883	99131	3987
2884	99160	3952
2885	99188	3918
2886	99220	3883
2887	99253	3849
2888	99290	3814
2889	99327	3780
2890	99361	3746
2891	99397	3711
2892	99432	3677
2893	99468	3643
2894	99510	3609
2895	99540	3574
2896	99578	3540
2897	99615	3506
2898	99654	3471
2899	99693	3437
2900	99732	3403
2901	99764	3369
2902	99799	3334
2903	99827	3300
2904	99866	3265
2905	99893	3231
2906	99932	3197
2907	99970	3162
2908	100009	3128
2909	100047	3094
2910	100092	3060
2911	100130	3025
2912	100171	2991
2913	100206	2957
2914	100240	2922
2915	100280	2888
2916	100308	2854
2917	100345	2819
2918	100380	2785
2919	100419	2751
2920	100456	2716
2921	100485	2682
2922	100523	2648
2923	100566	2613
2924	100601	2579
2925	100635	2545
2926	100671	2510
2927	100706	2476
2928	100745	2442
2929	100778	2407
2930	100821	2373
2931	100859	2339
2932	100896	2304
2933	100934	2270
2934	100972	2236
2935	101008	2201
2936	101045	2167
2937	101082	2133
2938	101121	2098
2939	101154	2064
2940	101192	2030
2941	101234	1995
2942	101272	1961
2943	101300	1926
2944	101335	1892
2945	101369	1858
2946	101392	1823
2947	101419	1788
2948	101458	1754
2949	101496	1720
2950	101534	1685
2951	101571	1651
2952	101605	1617
2953	101636	1582
2954	101679	1548
2955	101720	1514
2956	101757	1479
2957	101793	1445
2958	101830	1410
2959	101867	1376
2960	101900	1342
2961	101933	1307
2962	101967	1273
2963	102003	1238
2964	102040	1204
2965	102078	1170
2966	102115	1135
2967	102152	1101
2968	102188	1066
2969	102221	1032
2970	102251	998
2971	102286	963
2972	102321	929
2973	102356	894
2974	102390	860
2975	102428	826
2976	102463	791
2977	102492	757
2978	102534	722
2979	102571	688
2980	102603	653
2981	102644	619
2982	102684	585
2983	102716	550
2984	102754	516
2985	102796	481
2986	102832	447
2987	102873	413
2988	102904	378
2989	102936	344
2990	102967	309
2991	103001	275
2992	103042	240
2993	103082	206
2994	103119	172
2995	103153	137
2996	103195	103
2997	103228	68
2998	103262	34
2999	103298	0
