iter	R2	RMSE
253	0.9363152675	0.03587894023
254	0.9363511148	0.03586884092
255	0.9364268192	0.03584750324
256	0.9364683169	0.03583580152
257	0.9365108228	0.03582381154
258	0.9365996715	0.03579873629
259	0.9366611551	0.03578137385
260	0.9367427926	0.0357583071
261	0.9368629993	0.03572431544
262	0.9369220205	0.0357076138
263	0.9370076462	0.03568336977
264	0.9370440122	0.03567306813
265	0.9371729255	0.03563652602
266	0.9372183458	0.03562364213
267	0.9372914084	0.03560290747
268	0.9373332718	0.03559102147
269	0.9373958994	0.03557323264
270	0.9374335644	0.03556252993
271	0.9374901712	0.03554643872
272	0.9375348731	0.03553372649
273	0.9376262338	0.03550773141
274	0.9376869722	0.03549043883
275	0.9377003145	0.03548663905
276	0.9377901073	0.03546105631
277	0.9378835798	0.03543440557
278	0.9379024797	0.03542901441
279	0.9379976331	0.03540185968
280	0.9380853174	0.03537681803
281	0.938115521	0.0353681881
282	0.9381666236	0.03535358202
283	0.9382121683	0.0353405594
284	0.9382650422	0.03532543511
285	0.9382836927	0.03532009869
286	0.9383906882	0.03528946877
287	0.9384115159	0.03528350329
288	0.9384952541	0.03525950868
289	0.9385340316	0.03524839173
290	0.938536008	0.03524782501
291	0.9385913634	0.03523194908
292	0.9386824365	0.03520581372
293	0.9387206029	0.0351948553
294	0.938742837	0.03518846982
295	0.9388184101	0.03516675706
296	0.9388649366	0.03515338297
297	0.9389203983	0.03513743378
298	0.9390152809	0.03511013148
299	0.9390394126	0.03510318424
300	0.9390875969	0.03508930843
301	0.9391766735	0.03506364223
302	0.9392222631	0.03505049893
303	0.9392772917	0.03503462786
304	0.9393886382	0.03500249184
305	0.9394276702	0.03499121971
306	0.9394748436	0.03497759157
307	0.9395869095	0.03494519503
308	0.9396349917	0.034931286
309	0.9396827332	0.03491747001
310	0.9397565002	0.03489611174
311	0.9398032998	0.03488255476
312	0.9398247084	0.03487635133
313	0.9398700134	0.03486321993
314	0.9399134923	0.03485061317
315	0.9399931833	0.03482749482
316	0.9400301581	0.03481676322
317	0.9401318025	0.0347872448
318	0.9401781749	0.03477376953
319	0.940180291	0.03477315448
320	0.9402249755	0.03476016453
321	0.9402664965	0.03474808987
322	0.9403440886	0.03472551414
323	0.940379325	0.03471525715
324	0.9404469539	0.03469556245
325	0.9404798291	0.03468598459
326	0.9405082119	0.03467771342
327	0.9405376117	0.0346691438
328	0.9405401659	0.03466839921
329	0.94058744	0.03465461474
330	0.9406927881	0.03462387697
331	0.9407371736	0.0346109183
332	0.9407829754	0.03459754103
333	0.9408778652	0.03456981024
334	0.9409012619	0.03456296932
335	0.9409144547	0.03455911131
336	0.9409668375	0.03454378858
337	0.9410246112	0.03452688103
338	0.9410550918	0.0345179575
339	0.9410838488	0.03450953649
340	0.941114702	0.03450049932
341	0.9411559202	0.03448842249
342	0.9412353399	0.03446514073
343	0.9412835026	0.03445101427
344	0.9413036201	0.03444511194
345	0.9413544936	0.03443018154
346	0.9413917617	0.03441923994
347	0.9414668206	0.03439719271
348	0.9415405978	0.03437550817
349	0.9415835378	0.03436288099
350	0.9416128314	0.03435426406
351	0.9416569696	0.03434127645
352	0.9417233781	0.03432172653
353	0.9417619799	0.0343103575
354	0.9418246022	0.03429190586
355	0.9418738756	0.03427738052
356	0.9419108646	0.03426647243
357	0.9419493125	0.03425513047
358	0.9419949307	0.0342416684
359	0.9420268515	0.03423224531
360	0.94207315	0.03421857331
361	0.9421251875	0.03420320007
362	0.9421744355	0.03418864451
363	0.9422460413	0.03416746994
364	0.9422809816	0.03415713297
365	0.9423175401	0.03414631392
366	0.9424123299	0.03411824599
367	0.9424254243	0.03411436684
368	0.9424599436	0.03410413854
369	0.9425281942	0.03408390638
370	0.9425577959	0.03407512754
371	0.9426223177	0.03405598475
372	0.9426472961	0.0340485711
373	0.9426893321	0.03403609106
374	0.9427516887	0.03401756963
375	0.9427815512	0.03400869616
376	0.9428358113	0.03399256714
377	0.9428817117	0.03397891713
378	0.9429137101	0.03396939808
379	0.9429364281	0.0339626382
380	0.9429572402	0.03395644422
381	0.9429848385	0.03394822887
382	0.9430268314	0.03393572478
383	0.9430494866	0.03392897689
384	0.9430816032	0.03391940859
385	0.9431573309	0.03389683687
386	0.9431853176	0.03388849124
387	0.9432215239	0.03387769144
388	0.9432981625	0.03385481996
389	0.9433126326	0.03385049988
390	0.9433867002	0.03382837816
391	0.9434114721	0.0338209763
392	0.9434580691	0.03380704873
393	0.9435032565	0.03379353702
394	0.943555463	0.03377791974
395	0.9435956784	0.03376588461
396	0.9435961465	0.0337657445
397	0.9436191921	0.03375884578
398	0.9436315458	0.03375514708
399	0.943674541	0.03374227121
400	0.9437459845	0.03372086498
401	0.9437857209	0.03370895309
402	0.9438296705	0.03369577332
403	0.9438485896	0.0336900982
404	0.9438749178	0.03368219899
405	0.9438960397	0.03367586047
406	0.9439543676	0.03365835052
407	0.9439734345	0.03365262471
408	0.9440005173	0.03364449003
409	0.9440353391	0.03363402793
410	0.9440671953	0.03362445399
411	0.944096238	0.03361572322
412	0.9441414092	0.03360213943
413	0.9441804665	0.03359038979
414	0.9442033228	0.03358351198
415	0.9442519421	0.03356887703
416	0.9442747465	0.03356201048
417	0.9442921959	0.03355675536
418	0.9443555524	0.0335376679
419	0.9443908903	0.03352701689
420	0.9444008279	0.03352402103
421	0.9444183006	0.03351875297
422	0.9444453291	0.03351060215
423	0.9444836451	0.03349904403
424	0.9444972579	0.03349493676
425	0.9445183431	0.03348857388
426	0.9445409323	0.03348175577
427	0.9445518414	0.03347846259
428	0.9445786726	0.03347036157
429	0.944605152	0.0334623648
430	0.9446643659	0.03344447535
431	0.9447039159	0.03343252135
432	0.9447245953	0.03342626929
433	0.9447403914	0.03342149283
434	0.9447674611	0.03341330582
435	0.9447979612	0.03340407891
436	0.9448055138	0.0334017937
437	0.9448203802	0.03339729511
438	0.9448545138	0.03338696388
439	0.9448831363	0.03337829823
440	0.944893709	0.03337509671
441	0.9449304224	0.03336397711
442	0.9449462091	0.03335919459
443	0.9449665898	0.0333530193
444	0.9449962539	0.0333440291
445	0.945009536	0.03334000298
446	0.9450361379	0.03333193782
447	0.9450623448	0.03332399048
448	0.9450875062	0.03331635841
449	0.9451198354	0.03330654964
450	0.9451397777	0.03330049764
451	0.9451633566	0.03329334059
452	0.9451899815	0.03328525715
453	0.9452023845	0.03328149084
454	0.9452541811	0.03326575774
455	0.9452571957	0.03326484183
456	0.9452764044	0.03325900517
457	0.9453033842	0.03325080548
458	0.9453041608	0.03325056941
459	0.9453477319	0.03323732297
460	0.9453702374	0.03323047878
461	0.9454067022	0.03321938643
462	0.9454294674	0.03321245954
463	0.9454665964	0.03320115897
464	0.9454900968	0.03319400441
465	0.9455113464	0.03318753378
466	0.9455492591	0.03317598598
467	0.9455947793	0.03316211572
468	0.9456164018	0.03315552517
469	0.9456471561	0.03314614899
470	0.9456731	0.03313823734
471	0.9456744314	0.03313783128
472	0.9457292259	0.03312111512
473	0.9457842205	0.03310432944
474	0.9458230872	0.03309246124
475	0.9458283409	0.03309085668
476	0.9458346891	0.0330889177
477	0.9458903894	0.03307190001
478	0.9459143775	0.03306456843
479	0.9459497944	0.0330537408
480	0.9459817887	0.03304395649
481	0.946007351	0.03303613709
482	0.9460469676	0.03302401489
483	0.9461034271	0.03300673129
484	0.946122845	0.03300078489
485	0.9461459199	0.03299371724
486	0.9461639171	0.03298820379
487	0.9461661436	0.03298752162
488	0.9461802353	0.03298320389
489	0.9462218888	0.03297043783
490	0.9462435149	0.03296380788
491	0.9462655386	0.03295705466
492	0.9462989351	0.03294681148
493	0.9463365857	0.03293525973
494	0.9463630274	0.0329271446
495	0.9463803279	0.03292183386
496	0.9464002107	0.03291572941
497	0.9464138034	0.03291155549
498	0.9464468914	0.03290139294
499	0.9464977682	0.03288576063
500	0.9465147817	0.03288053145
501	0.9465389636	0.0328730976
502	0.9465406129	0.0328725905
503	0.9465669362	0.03286449631
504	0.94659827	0.03285485883
505	0.9466116997	0.03285072733
506	0.946620768	0.03284793726
507	0.9466387005	0.03284241926
508	0.9466812841	0.03282931211
509	0.9467177839	0.0328180734
510	0.9467386436	0.03281164871
511	0.9467549962	0.03280661133
512	0.946774243	0.03280068139
513	0.946776193	0.03280008053
514	0.9468032831	0.03279173209
515	0.9468434491	0.03277935012
516	0.9468806086	0.03276789077
517	0.9469103202	0.03275872537
518	0.9469220162	0.03275511669
519	0.9469367356	0.0327505746
520	0.9469654116	0.032741724
521	0.9469934815	0.03273305817
522	0.9469949621	0.03273260102
523	0.9470003828	0.03273092724
524	0.9470343163	0.03272044741
525	0.9470760937	0.0327075405
526	0.9470951241	0.0327016595
527	0.947100275	0.03270006752
528	0.9471340945	0.03268961304
529	0.9471536004	0.03268358175
530	0.9471741023	0.0326772413
531	0.9471916989	0.03267179835
532	0.9471939716	0.03267109529
533	0.9472366606	0.03265788679
534	0.9472605957	0.03265047863
535	0.9472917167	0.03264084384
536	0.9473033141	0.03263725268
537	0.9473145557	0.0326337713
538	0.9473172656	0.03263293201
539	0.9473438936	0.03262468397
540	0.9473563202	0.0326208341
541	0.9473831185	0.03261253021
542	0.947393041	0.03260945502
543	0.9474136537	0.03260306582
544	0.9474187738	0.03260147857
545	0.9474448524	0.03259339293
546	0.9474627626	0.03258783872
547	0.9474761639	0.03258368217
548	0.9474808906	0.03258221601
549	0.9475097842	0.03257325216
550	0.9475290478	0.03256727451
551	0.9475450327	0.03256231342
552	0.9475648278	0.03255616877
553	0.9475924596	0.03254758959
554	0.9476022391	0.03254455267
555	0.9476148755	0.03254062815
556	0.9476220191	0.03253840937
557	0.9476244417	0.03253765685
558	0.9476369675	0.03253376589
559	0.9476386343	0.03253324807
560	0.9476669509	0.03252445003
561	0.9476853126	0.03251874372
562	0.9476932752	0.03251626886
563	0.947720398	0.03250783738
564	0.9477449578	0.03250020074
565	0.9477664736	0.03249350915
566	0.9477766014	0.03249035882
567	0.9477979479	0.03248371789
568	0.9478140405	0.03247871052
569	0.9478428775	0.03246973573
570	0.9478684609	0.03246177143
571	0.9479019154	0.03245135387
572	0.9479230691	0.032444765
573	0.9479727357	0.03242928978
574	0.9479920647	0.03242326518
575	0.9480237276	0.0324133939
576	0.9480248951	0.03241302985
577	0.9480510088	0.03240488625
578	0.9480698107	0.03239902157
579	0.948087086	0.03239363213
580	0.9481019169	0.03238900456
581	0.9481456148	0.032375366
582	0.9481559324	0.03237214495
583	0.9481711073	0.0323674069
584	0.9482041441	0.03235708941
585	0.9482354586	0.0323473068
586	0.9482628557	0.03233874554
587	0.9482837898	0.03233220233
588	0.9482974256	0.03232793962
589	0.9483168676	0.03232186082
590	0.9483365952	0.03231569157
591	0.9483552774	0.03230984812
592	0.9483827438	0.03230125524
593	0.9484016756	0.0322953311
594	0.9484301031	0.0322864335
595	0.9484387981	0.03228371156
596	0.9484655181	0.03227534546
597	0.9484899181	0.03226770383
598	0.9485156893	0.03225963085
599	0.9485323924	0.03225439742
600	0.9485640836	0.03224446556
601	0.9486093008	0.0322302894
602	0.9486209528	0.03222663537
603	0.9486673774	0.03221207256
604	0.9486819932	0.03220748639
605	0.9486883006	0.03220550705
606	0.9487162582	0.03219673215
607	0.9487359822	0.03219054004
608	0.9487537752	0.03218495312
609	0.9487636833	0.03218184158
610	0.9487822313	0.032176016
611	0.9488119472	0.03216668061
612	0.948834122	0.03215971251
613	0.9488534428	0.03215363998
614	0.9488699572	0.03214844864
615	0.9488791019	0.0321455736
616	0.9489006796	0.03213878869
617	0.9489130789	0.03213488919
618	0.9489135345	0.0321347459
619	0.948927702	0.03213028974
620	0.9489487655	0.03212366338
621	0.9489685273	0.03211744528
622	0.948992249	0.0321099796
623	0.949033742	0.03209691677
624	0.9490496084	0.03209192032
625	0.9490750152	0.03208391787
626	0.949075858	0.03208365239
627	0.9491061028	0.03207412344
628	0.949115689	0.03207110259
629	0.9491302376	0.03206651746
630	0.9491364326	0.03206456485
631	0.9491456212	0.03206166845
632	0.9491843769	0.03204944917
633	0.9491849979	0.03204925335
634	0.9491913942	0.03204723619
635	0.9492155977	0.03203960218
636	0.9492326929	0.03203420908
637	0.9492332188	0.03203404315
638	0.9492480812	0.03202935369
639	0.949270012	0.03202243274
640	0.9492819422	0.03201866713
641	0.9493107406	0.03200957552
642	0.9493278102	0.03200418547
643	0.9493324549	0.03200271864
644	0.9493493225	0.03199739123
645	0.9493648107	0.03199249872
646	0.9493778278	0.0319883862
647	0.949395682	0.0319827446
648	0.9494161669	0.03197627057
649	0.9494261211	0.03197312417
650	0.9494487611	0.03196596678
651	0.9494523422	0.0319648345
652	0.9494734253	0.03195816767
653	0.9494739253	0.03195800953
654	0.9494864693	0.03195404221
655	0.9495001394	0.03194971818
656	0.9495007924	0.03194951161
657	0.949518757	0.03194382826
658	0.9495191972	0.03194368896
659	0.9495457373	0.03193529072
660	0.9495616608	0.0319302509
661	0.9495986752	0.03191853266
662	0.9496117566	0.03191439024
663	0.9496267972	0.03190962676
664	0.9496365783	0.03190652863
665	0.9496694548	0.03189611286
666	0.9496847056	0.03189128004
667	0.949707155	0.03188416471
668	0.9497301927	0.03187686125
669	0.9497387757	0.03187413985
670	0.9497541692	0.03186925843
671	0.9497732281	0.03186321365
672	0.94977417	0.03186291488
673	0.9497859214	0.03185918714
674	0.9498144535	0.03185013452
675	0.9498224471	0.03184759786
676	0.9498313739	0.03184476482
677	0.9498428003	0.03184113815
678	0.9498566543	0.03183674038
679	0.9498680576	0.03183312013
680	0.9498838729	0.03182809847
681	0.9499016438	0.03182245494
682	0.9499207034	0.03181640103
683	0.9499498256	0.03180714872
684	0.9499601724	0.03180386083
685	0.9499978133	0.03179189687
686	0.9500148889	0.03178646798
687	0.9500331952	0.03178064679
688	0.9500533332	0.03177424189
689	0.9500642262	0.03177077684
690	0.9500767007	0.03176680826
691	0.9500820882	0.03176509413
692	0.9500917115	0.03176203211
693	0.9501051646	0.031757751
694	0.9501122618	0.03175549226
695	0.9501345004	0.0317484136
696	0.9501468957	0.03174446742
697	0.9501572755	0.03174116255
698	0.9501749737	0.03173552669
699	0.950192818	0.03172984331
700	0.9501987275	0.03172796091
701	0.9502134931	0.03172325707
702	0.9502343612	0.03171660793
703	0.9502350246	0.03171639652
704	0.950245276	0.03171312962
705	0.9502578574	0.03170911976
706	0.9502679622	0.03170589883
707	0.9502771546	0.03170296848
708	0.9502993118	0.03169590405
709	0.9503115411	0.03169200427
710	0.9503167793	0.03169033373
711	0.9503208349	0.03168904026
712	0.9503252707	0.03168762548
713	0.9503409948	0.03168260987
714	0.9503525816	0.03167891344
715	0.9503743675	0.03167196214
716	0.9503889011	0.031667324
717	0.9504054513	0.03166204146
718	0.9504341433	0.03165288139
719	0.9504435847	0.03164986662
720	0.9504547241	0.03164630924
721	0.9504674912	0.03164223159
722	0.9504713243	0.03164100724
723	0.9504866461	0.03163611275
724	0.9505010723	0.03163150368
725	0.9505053643	0.03163013228
726	0.9505281984	0.03162283522
727	0.9505351388	0.03162061698
728	0.9505515019	0.03161538645
729	0.9505604737	0.03161251821
730	0.9506027538	0.03159899798
731	0.9506100788	0.03159665503
732	0.9506132486	0.03159564111
733	0.950625264	0.03159179738
734	0.9506415839	0.0315865759
735	0.9506489226	0.03158422765
736	0.9506615553	0.03158018498
737	0.9506774414	0.03157510044
738	0.9506825647	0.03157346051
739	0.9507054202	0.03156614349
740	0.9507310226	0.03155794509
741	0.9507453794	0.03155334683
742	0.9507550392	0.03155025255
743	0.9507601589	0.03154861248
744	0.9507674107	0.03154628923
745	0.9507863839	0.03154020999
746	0.950798178	0.03153643045
747	0.9508132654	0.03153159487
748	0.9508309234	0.03152593444
749	0.950839213	0.03152327681
750	0.9508484612	0.03152031157
751	0.9508544823	0.03151838086
752	0.9508792096	0.03151045072
753	0.9508891609	0.03150725875
754	0.9509115578	0.03150007351
755	0.9509319081	0.03149354341
756	0.9509687366	0.03148172233
757	0.950979385	0.03147830362
758	0.950991694	0.03147435127
759	0.9509977256	0.03147241441
760	0.9510224368	0.03146447785
761	0.951030463	0.0314618996
762	0.9510421955	0.03145813043
763	0.9510604954	0.03145225053
764	0.951073919	0.03144793672
765	0.9510800923	0.03144595268
766	0.9510881556	0.031443361
767	0.9511072977	0.03143720759
768	0.9511119253	0.03143571981
769	0.9511142331	0.03143497784
770	0.9511233826	0.03143203598
771	0.9511277572	0.03143062934
772	0.9511383805	0.03142721313
773	0.9511618611	0.03141966101
774	0.9511715702	0.03141653772
775	0.95119251	0.03140980059
776	0.9512124952	0.03140336924
777	0.9512343542	0.03139633337
778	0.9512452615	0.03139282202
779	0.9512525888	0.03139046293
780	0.9512692176	0.03138510848
781	0.9512794582	0.03138181057
782	0.9513004446	0.031375051
783	0.9513217116	0.03136819954
784	0.9513283671	0.03136605505
785	0.9513401069	0.03136227201
786	0.951345723	0.03136046212
787	0.9513498998	0.03135911599
788	0.9513544183	0.03135765969
789	0.9513637964	0.03135463693
790	0.9513818856	0.03134880554
791	0.9513942579	0.03134481645
792	0.9514196478	0.03133662869
793	0.9514359184	0.0313313806
794	0.9514446108	0.03132857648
795	0.9514486242	0.03132728171
796	0.9514561507	0.03132485344
797	0.9514604997	0.03132345022
798	0.951476518	0.03131828132
799	0.9514858668	0.03131526421
800	0.9514935218	0.03131279351
801	0.9514994292	0.03131088673
802	0.9515070801	0.031308417
803	0.9515260451	0.03130229423
804	0.9515508083	0.03129429772
805	0.9515612417	0.03129092799
806	0.9515712554	0.03128769344
807	0.9515815294	0.03128437448
808	0.9515918316	0.03128104604
809	0.9515958726	0.03127974039
810	0.9516180803	0.03127256401
811	0.9516299719	0.0312687206
812	0.9516413283	0.03126504973
813	0.9516749247	0.03125418738
814	0.9516829008	0.03125160801
815	0.9516880634	0.03124993838
816	0.9517067181	0.03124390454
817	0.9517079343	0.03124351112
818	0.9517137947	0.03124161531
819	0.9517176001	0.0312403842
820	0.9517246796	0.03123809379
821	0.9517327887	0.03123547005
822	0.9517396343	0.03123325495
823	0.9517584353	0.03122717052
824	0.9517711029	0.03122307033
825	0.9517880912	0.03121757079
826	0.9517918567	0.03121635168
827	0.9518469321	0.03119851502
828	0.9518519354	0.03119689414
829	0.9518615712	0.03119377231
830	0.9518720981	0.03119036139
831	0.9518791547	0.03118807471
832	0.9518929594	0.03118360083
833	0.9519019832	0.03118067604
834	0.9519106845	0.0311778555
835	0.951937355	0.03116920862
836	0.9519449209	0.03116675523
837	0.9519489558	0.03116544678
838	0.9519547096	0.03116358076
839	0.951964107	0.0311605329
840	0.9519849089	0.03115378516
841	0.952001353	0.03114844995
842	0.9520077595	0.03114637118
843	0.9520156537	0.03114380944
844	0.9520340026	0.03113785429
845	0.9520449272	0.03113430816
846	0.9520653027	0.03112769316
847	0.9520706034	0.03112597202
848	0.9520811874	0.03112253514
849	0.9520978452	0.03111712517
850	0.9521098094	0.03111323898
851	0.9521236655	0.03110873766
852	0.95212871	0.03110709871
853	0.9521421681	0.03110272583
854	0.9521450057	0.03110180373
855	0.9521660702	0.03109495787
856	0.9521822711	0.03108969166
857	0.9521863294	0.03108837234
858	0.9522088449	0.03108105171
859	0.9522230165	0.0310764431
860	0.9522396368	0.0310710373
861	0.9522510832	0.0310673138
862	0.952256406	0.03106558213
863	0.9522639113	0.03106314028
864	0.952279106	0.0310581961
865	0.9522825029	0.03105709065
866	0.9522907518	0.03105440615
867	0.9522970372	0.03105236047
868	0.9523129389	0.03104718441
869	0.952317664	0.03104564622
870	0.9523259526	0.03104294775
871	0.9523357913	0.03103974435
872	0.9523392312	0.03103862427
873	0.9523476062	0.0310358971
874	0.9523559992	0.0310331638
875	0.9523710995	0.03102824559
876	0.9523845722	0.03102385682
877	0.9523930335	0.03102110021
878	0.952396305	0.03102003434
